M_PackKonto.Bereich;M_PackKonto.Konto;M_PackKonto.Buchungsschl;M_PackKonto.Bemerkung;M_PackKonto.LagerOrt;M_PackKonto.LagerBereich;M_PackKonto.LagerPlatz;M_PackKonto.Menge;M_PackKonto.Packmittel;M_PackKonto.Zubehoer;M_PackKonto.Fremdeigentum;M_PackKonto.PoolKonto
V;0;;;?;;;0;;no;no;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Bereich LT;Book;M_PackKonto.Bereich;CHARACTER;x;
2;Packmittelpool;Packaging Pool;M_PackKonto.Konto;INTEGER;zzzzzzzz;
3;Buchungsschlüssel;Posting Code;M_PackKonto.Buchungsschl;CHARACTER;x(4);
4;Bemerkung;Remark;M_PackKonto.Bemerkung;CHARACTER;x(60);
5;Lagerort;Storage Area;M_PackKonto.LagerOrt;INTEGER;zzzzzzz9;
6;Pufferbereich;Storage Area Section;M_PackKonto.LagerBereich;CHARACTER;x(3);
7;Lagerplatz;Storage Location;M_PackKonto.LagerPlatz;CHARACTER;x(20);
8;Menge;Quantity;M_PackKonto.Menge;DECIMAL;-zzz,zzz,zz9.999;
9;Packmittel;Packaging Material;M_PackKonto.Packmittel;CHARACTER;x(20);
10;Zubehör;Accessories;M_PackKonto.Zubehoer;LOGICAL;ja/nein;
11;Fremdbestand;External Property;M_PackKonto.Fremdeigentum;LOGICAL;ja/nein;
12;Pool;Pool Account;M_PackKonto.PoolKonto;INTEGER;zzzzzzz9;
