S_BestellAdresse.Lieferant;S_BestellAdresse.BestellAdresse;S_BestellAdresse.AdressNrBestOrt;S_Adresse.AdressNr;S_Adresse.Name1;S_Adresse.Staat;S_Adresse.Ort;S_Adresse.Suchbegriff;S_Adresse.Selektion;S_Adresse.BriefAnrede;S_Adresse.Anrede;S_Adresse.Titel;S_Adresse.Vorname;S_Adresse.Name2;S_Adresse.Name3;S_Adresse.PLZ;S_Adresse.CityPrefix;S_Adresse.CityPostfix;S_Adresse.StreetPrefix;S_Adresse.Strasse;S_Adresse.StreetPostfix;S_Adresse.Hausnummer;S_Adresse.Bundesland;S_Adresse.PLZ_Postfach;S_Adresse.Postfach;S_Adresse.Telefonbuch;S_Adresse.EMail;S_Adresse.HomePage;S_Adresse.Handy;S_Adresse.Telefon;S_Adresse.AutoTelefon;S_Adresse.Telefax;S_Adresse.Telefon2;S_Adresse.Telefax2;S_Adresse.Longitude;S_Adresse.Latitude;S_BestellAdresse.KurzBeschreibung
0;0;?;0;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;0;0;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Lieferant;Supplier;S_BestellAdresse.Lieferant;INTEGER;zzzzzzzz;
2;Bestelladresse;Order-From Address;S_BestellAdresse.BestellAdresse;INTEGER;zz9;
3;Adressnummer BO;Address Number Place of Destination;S_BestellAdresse.AdressNrBestOrt;INTEGER;zzzzzzz9;
4;Adressnummer;Address Number;S_Adresse.AdressNr;INTEGER;zzzzzzz9;
5;Name;Name 1;S_Adresse.Name1;CHARACTER;x(80);
6;Staat;Country;S_Adresse.Staat;CHARACTER;x(3);
7;Ort;City;S_Adresse.Ort;CHARACTER;x(30);
8;Suchbegriff;Search Term;S_Adresse.Suchbegriff;CHARACTER;x(12);
9;Selektion;Selection;S_Adresse.Selektion;CHARACTER;x(20);
10;Briefanrede;Letter Salutation;S_Adresse.BriefAnrede;CHARACTER;x(50);
11;Anrede;Salutation;S_Adresse.Anrede;CHARACTER;x(30);
12;Titel;Title;S_Adresse.Titel;CHARACTER;x(50);
13;Vorname;First Name;S_Adresse.Vorname;CHARACTER;x(80);
14;Name 2;Name 2;S_Adresse.Name2;CHARACTER;x(80);
15;Name 3;Name 3;S_Adresse.Name3;CHARACTER;x(80);
16;Postleitzahl;ZIP Code;S_Adresse.PLZ;CHARACTER;x(10);
17;Prefix Ort;Prefix City;S_Adresse.CityPrefix;CHARACTER;x(40);
18;Postfix Ort;Postfix City;S_Adresse.CityPostfix;CHARACTER;x(40);
19;Prefix Straﬂe;Prefix Street;S_Adresse.StreetPrefix;CHARACTER;x(40);
20;Straﬂe;Street;S_Adresse.Strasse;CHARACTER;x(50);
21;Postfix Straﬂe;Postfix Street;S_Adresse.StreetPostfix;CHARACTER;x(40);
22;Hausnummer;Street Number;S_Adresse.Hausnummer;CHARACTER;x(12);
23;Bundesland;State;S_Adresse.Bundesland;CHARACTER;x(3);
24;PLZ Postfach;ZIP PO Box;S_Adresse.PLZ_Postfach;CHARACTER;x(10);
25;Postfach;PO Box;S_Adresse.Postfach;CHARACTER;x(30);
26;Telefonbuch;Manage Address in Central Telephone Book;S_Adresse.Telefonbuch;LOGICAL;ja/nein;
27;E-Mail;E-Mail;S_Adresse.EMail;CHARACTER;x(254);
28;Homepage;Homepage;S_Adresse.HomePage;CHARACTER;x(60);
29;Handy;Cell Phone;S_Adresse.Handy;CHARACTER;x(25);
30;Telefon;Telephone;S_Adresse.Telefon;CHARACTER;x(25);
31;Autotelefon;Car Phone;S_Adresse.AutoTelefon;CHARACTER;x(25);
32;Telefax;Fax;S_Adresse.Telefax;CHARACTER;x(25);
33;Telefon 2;Telephone 2;S_Adresse.Telefon2;CHARACTER;x(25);
34;Telefax 2;Fax 2;S_Adresse.Telefax2;CHARACTER;x(25);
35;L‰ngengrad;Longitude;S_Adresse.Longitude;DECIMAL;-zz9.9999999999;
36;Breitengrad;Latitude;S_Adresse.Latitude;DECIMAL;-zz9.9999999999;
37;Kurzbeschreibung;Short Description;S_BestellAdresse.KurzBeschreibung;CHARACTER;x(60);
