S_Waehrung.Waehrung;S_WaehrungSpr.Bezeichnung;S_Waehrung.ISO_KurzBez;S_WaehrungSpr.KurzBez;S_Waehrung.Staat;S_Waehrung.KursFaktor;S_Waehrung.kleinste_Einheit;S_Waehrung.R_Nachkomma;S_Waehrung.EuroFaktor;S_Waehrung.EuroRaum_ab
0;;;;;1;0,01;2;0;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Währung;Currency;S_Waehrung.Waehrung;INTEGER;zz9;
2;Bezeichnung;Description Currency;S_WaehrungSpr.Bezeichnung;CHARACTER;x(30);
3;ISO-KurzBez;ISO Abbreviation;S_Waehrung.ISO_KurzBez;CHARACTER;!(3);
4;KurzBez Währung;Abbreviation Currency;S_WaehrungSpr.KurzBez;CHARACTER;x(3);
5;Staat;Country;S_Waehrung.Staat;CHARACTER;x(3);
6;Kursfaktor;Exchange Rate Factor;S_Waehrung.KursFaktor;DECIMAL;>>>,>>9.9<<<<<;
7;kleinste Einheit;Lowest Currency Unit;S_Waehrung.kleinste_Einheit;CHARACTER;x(4);
8;NKSt Währung;Decimal Places;S_Waehrung.R_Nachkomma;INTEGER;9;
9;Eurofaktor;Euro Conversion Factor;S_Waehrung.EuroFaktor;DECIMAL;>>>>>9.9<<<<<;
10;Euroraum ab;Start of Affiliation to Euro Zone;S_Waehrung.EuroRaum_ab;DATE;99.99.9999;
